Geography,Date Interval,Date,Units,BodyType,Measure,Reported Source,Petrol,Diesel,Hybrid Electric,Plug-in Hybrid Electric,Total
Great Britain,Monthly,Sep-19,Grams per kilometre,Light goods vehicles,WLTP,[z],157.6,197.8,[u],[u],195
Great Britain,Monthly,Oct-19,Grams per kilometre,Light goods vehicles,WLTP,[z],158.3,202,[u],[u],198.1
Great Britain,Monthly,Nov-19,Grams per kilometre,Light goods vehicles,WLTP,[z],157.9,210.1,[u],[u],205.1
Great Britain,Monthly,Dec-19,Grams per kilometre,Light goods vehicles,WLTP,[z],166.8,203,[u],[u],197.5
Great Britain,Monthly,Jan-20,Grams per kilometre,Light goods vehicles,WLTP,[z],155.2,202.1,[u],[u],195
Great Britain,Monthly,Feb-20,Grams per kilometre,Light goods vehicles,WLTP,[z],154.9,204.2,[u],[u],196.6
Great Britain,Monthly,Mar-20,Grams per kilometre,Light goods vehicles,WLTP,[z],152.1,208.2,[u],[u],204.1
Great Britain,Monthly,Apr-20,Grams per kilometre,Light goods vehicles,WLTP,[z],161.4,217.9,[u],[u],202.8
Great Britain,Monthly,May-20,Grams per kilometre,Light goods vehicles,WLTP,[z],157.5,211,[u],[u],206.4
Great Britain,Monthly,Jun-20,Grams per kilometre,Light goods vehicles,WLTP,[z],156.6,208.2,[u],[u],204.7
Great Britain,Monthly,Jul-20,Grams per kilometre,Light goods vehicles,WLTP,[z],152.8,210.1,[u],[u],204.9
Great Britain,Monthly,Aug-20,Grams per kilometre,Light goods vehicles,WLTP,[z],158.2,214.9,[u],[u],211.6
Great Britain,Monthly,Sep-20,Grams per kilometre,Light goods vehicles,WLTP,[z],156.4,207.9,[u],[u],203.5
Great Britain,Monthly,Oct-20,Grams per kilometre,Light goods vehicles,WLTP,[z],131.9,208.6,[u],[u],202
Great Britain,Monthly,Nov-20,Grams per kilometre,Light goods vehicles,WLTP,[z],146.9,211,[u],[u],204.4
Great Britain,Monthly,Dec-20,Grams per kilometre,Light goods vehicles,WLTP,[z],137.3,206.8,[u],[u],199.6
Great Britain,Monthly,Jan-21,Grams per kilometre,Light goods vehicles,WLTP,[z],131.8,210.9,[u],[u],204.1
Great Britain,Monthly,Feb-21,Grams per kilometre,Light goods vehicles,WLTP,[z],138.7,211.4,[u],[u],205
Great Britain,Monthly,Mar-21,Grams per kilometre,Light goods vehicles,WLTP,[z],136.4,209.6,[u],[u],202.2
Great Britain,Monthly,Apr-21,Grams per kilometre,Light goods vehicles,WLTP,[z],143.5,208.8,[u],[u],203.3
Great Britain,Monthly,May-21,Grams per kilometre,Light goods vehicles,WLTP,[z],149,205.3,[u],[u],199.3
Great Britain,Monthly,Jun-21,Grams per kilometre,Light goods vehicles,WLTP,[z],154.9,208.9,[u],[u],198.5
Great Britain,Monthly,Jul-21,Grams per kilometre,Light goods vehicles,WLTP,[z],157.1,209.7,[u],[u],202
Great Britain,Monthly,Aug-21,Grams per kilometre,Light goods vehicles,WLTP,[z],161.3,205.8,[u],[u],195.5
Great Britain,Monthly,Sep-21,Grams per kilometre,Light goods vehicles,WLTP,[z],151.4,211.4,[u],[u],203.4
Great Britain,Monthly,Oct-21,Grams per kilometre,Light goods vehicles,WLTP,[z],157.3,199.3,[u],[u],189.5
Great Britain,Monthly,Nov-21,Grams per kilometre,Light goods vehicles,WLTP,[z],162.7,203.1,[u],[u],190
Great Britain,Monthly,Dec-21,Grams per kilometre,Light goods vehicles,WLTP,[z],156.6,208.6,[u],[u],187.9
Great Britain,Monthly,Jan-22,Grams per kilometre,Light goods vehicles,WLTP,[z],153.2,203.4,[u],[u],193.2
Great Britain,Monthly,Feb-22,Grams per kilometre,Light goods vehicles,WLTP,[z],156.7,196.5,[u],[u],172.4
Great Britain,Monthly,Mar-22,Grams per kilometre,Light goods vehicles,WLTP,[z],153.3,206.6,[u],[u],195
Great Britain,Monthly,Apr-22,Grams per kilometre,Light goods vehicles,WLTP,[z],150.8,210.5,[u],[u],198.7
Great Britain,Monthly,May-22,Grams per kilometre,Light goods vehicles,WLTP,[z],148.4,209.8,[u],[u],198.4
Great Britain,Monthly,Jun-22,Grams per kilometre,Light goods vehicles,WLTP,[z],141,210.5,[u],[u],190.5
Great Britain,Monthly,Jul-22,Grams per kilometre,Light goods vehicles,WLTP,[z],137.3,209.5,[u],[u],197
Great Britain,Monthly,Aug-22,Grams per kilometre,Light goods vehicles,WLTP,[z],138,207.2,[u],[u],188.1
Great Britain,Monthly,Sep-22,Grams per kilometre,Light goods vehicles,WLTP,[z],148.7,208.7,[u],[u],196.6
Great Britain,Monthly,Oct-22,Grams per kilometre,Light goods vehicles,WLTP,[z],146,213.7,[u],[u],192.1
Great Britain,Monthly,Nov-22,Grams per kilometre,Light goods vehicles,WLTP,[z],158.7,217.7,[u],[u],195.2
Great Britain,Monthly,Dec-22,Grams per kilometre,Light goods vehicles,WLTP,[z],160.2,213.4,[u],[u],193.5
Great Britain,Monthly,Jan-23,Grams per kilometre,Light goods vehicles,WLTP,[z],180.3,206.2,[u],[u],194
Great Britain,Monthly,Feb-23,Grams per kilometre,Light goods vehicles,WLTP,[z],174.1,202.4,[u],[u],188.3
Great Britain,Monthly,Mar-23,Grams per kilometre,Light goods vehicles,WLTP,[z],169.8,205.2,[u],[u],191.9
Great Britain,Monthly,Apr-23,Grams per kilometre,Light goods vehicles,WLTP,[z],232.2,205,[u],[u],189.8
Great Britain,Monthly,May-23,Grams per kilometre,Light goods vehicles,WLTP,[z],270.8,207.1,[u],[u],198.2
Great Britain,Monthly,Jun-23,Grams per kilometre,Light goods vehicles,WLTP,[z],224.5,206.6,[u],[u],194.6
Great Britain,Monthly,Jul-23,Grams per kilometre,Light goods vehicles,WLTP,[z],202.9,208.2,[u],[u],194.2
Great Britain,Monthly,Aug-23,Grams per kilometre,Light goods vehicles,WLTP,[z],186.9,205.2,[u],[u],186.3
Great Britain,Monthly,Sep-23,Grams per kilometre,Light goods vehicles,WLTP,[z],181.4,207.8,[u],[u],191.9
Great Britain,Monthly,Oct-23,Grams per kilometre,Light goods vehicles,WLTP,[z],190.4,210.4,[u],[u],197.6
