Geography [note 1],Date,Units,BodyType,Up to 1 year,1 up to 2 years,2 up to 3 years,3 up to 4 years,4 up to 5 years,5 up to 6 years,6 up to 10 years,10 up to 13 years,13 years and over,Unknown [note 2],Total,Average age since first use (years)
United Kingdom,2016 Q4 (end December),Thousands,Motorcycles,116.4,91.2,72.9,58.1,52.2,48.1,195.4,121,395.4,119.4,"1,270.20",13.4
United Kingdom,2017 Q4 (end December),Thousands,Motorcycles,95.1,99.8,81.1,63,51.3,46.7,174.7,120.5,403.5,120.1,"1,255.90",13.8
United Kingdom,2018 Q4 (end December),Thousands,Motorcycles,96.1,82.2,90,70.3,56.1,46.2,157.4,118,420.4,128.5,"1,265.10",14.3
United Kingdom,2019 Q4 (end December),Thousands,Motorcycles,98.2,83.1,74.9,78.4,62.5,50.7,148.3,111.5,431.6,134.1,"1,273.40",14.7
United Kingdom,2020 Q4 (end December),Thousands,Motorcycles,95.1,85.9,76.7,67.1,71.2,57.4,151.6,100.5,452,140.2,"1,297.80",15
United Kingdom,2021 Q4 (end December),Thousands,Motorcycles,104.3,84.2,80.5,70.3,62.7,66.4,165,91.4,470.9,145.9,"1,341.60",15.2
United Kingdom,2022 Q4 (end December),Thousands,Motorcycles,106.2,90.9,76.6,72.1,64.4,58.1,183.3,84.7,479.6,147.8,"1,363.70",15.4
United Kingdom,2023 Q4 (end December),Thousands,Motorcycles,101.9,90.5,81.9,66.4,65,58.7,188.4,81.8,472.4,147,"1,353.90",15.6
United Kingdom,2024 Q4 (end December),Thousands,Motorcycles,98.7,87.2,82.2,72.2,59.2,59.2,191.9,84.4,472,148,"1,355.10",15.9
United Kingdom,2025 Q4 (end December),Thousands,Motorcycles,83.5,89.6,81.2,74.2,66.4,54.8,196.7,94.3,473.5,146.1,"1,360.30",16.1
United Kingdom,2014 Q4 (end December),Thousands,Other vehicles,46.7,42.4,40.7,35.4,28.7,26.8,92.5,49.8,232.6,130.1,725.7,15.5
United Kingdom,2015 Q4 (end December),Thousands,Other vehicles,45.5,43.7,39.5,36.4,32.5,26.9,94.3,50.8,237,129.2,735.5,15.7
United Kingdom,2016 Q4 (end December),Thousands,Other vehicles,44.1,42,41.4,36.6,34.3,30.3,95.8,52.1,244.1,131,751.9,15.8
United Kingdom,2017 Q4 (end December),Thousands,Other vehicles,46.7,41.3,39.9,37.6,33.8,32.6,99.6,56,255.6,135.9,778.8,16
United Kingdom,2018 Q4 (end December),Thousands,Other vehicles,47.3,43.5,38.7,36.1,34.1,30.8,101.9,59.2,262.2,139.7,793.5,16.2
United Kingdom,2019 Q4 (end December),Thousands,Other vehicles,49.2,43.4,39.9,33.4,31.9,31.3,103.6,59.5,269.3,141.6,803.2,16.5
United Kingdom,2020 Q4 (end December),Thousands,Other vehicles,40.9,46,41.1,36.9,31.5,29.6,105.7,57.8,274.5,141.7,805.7,16.8
United Kingdom,2021 Q4 (end December),Thousands,Other vehicles,49.5,37.9,43.7,37.7,35,29.9,106.2,60,284.9,142.8,827.7,16.8
United Kingdom,2022 Q4 (end December),Thousands,Other vehicles,50.7,45.7,36.3,40.1,35,32,103.9,63.2,292.1,144.1,843.1,17
United Kingdom,2023 Q4 (end December),Thousands,Other vehicles,53.1,45.8,42.4,32.4,37,32.4,104.3,64,298.7,144.8,854.8,17.1
United Kingdom,2024 Q4 (end December),Thousands,Other vehicles,50.8,49,43.2,38.6,30.5,34.8,104.8,63.5,307.9,145.3,868.5,17.3
United Kingdom,2025 Q4 (end December),Thousands,Other vehicles,48.9,45.9,44.8,36.8,34.4,27.6,107.8,61.3,316.1,146.7,870.2,17.6
United Kingdom,2014 Q4 (end December),Thousands,Total,"2,862.80","2,597.80","2,303.40","2,134.80","2,177.50","2,105.50","9,610.80","6,397.40","5,183.00","1,120.80","36,493.80",8.2
United Kingdom,2015 Q4 (end December),Thousands,Total,"3,065.10","2,844.80","2,560.40","2,217.80","2,128.70","2,143.70","9,072.10","6,323.60","5,915.00","1,073.30","37,344.50",8.2
United Kingdom,2016 Q4 (end December),Thousands,Total,"3,156.50","3,070.00","2,821.60","2,484.00","2,226.00","2,102.60","8,695.80","6,226.00","6,573.60","1,032.20","38,388.20",8.2
United Kingdom,2017 Q4 (end December),Thousands,Total,"2,940.90","3,136.30","3,032.50","2,719.30","2,482.00","2,190.80","8,191.60","6,174.90","7,040.70",984.3,"38,893.30",8.3
United Kingdom,2018 Q4 (end December),Thousands,Total,"2,808.20","2,953.90","3,093.80","2,921.30","2,713.00","2,439.40","8,089.40","5,946.90","7,442.50",956.3,"39,364.60",8.4
United Kingdom,2019 Q4 (end December),Thousands,Total,"2,767.20","2,786.00","2,918.90","2,991.90","2,918.40","2,678.00","8,413.90","5,621.60","7,864.10",930.6,"39,890.50",8.5
United Kingdom,2020 Q4 (end December),Thousands,Total,"2,039.70","2,732.10","2,732.70","2,785.20","2,973.10","2,882.30","8,945.20","5,362.60","8,448.30",899.7,"39,800.90",8.8
United Kingdom,2021 Q4 (end December),Thousands,Total,"2,163.90","2,018.40","2,723.70","2,664.90","2,818.70","2,965.20","9,819.70","5,351.60","8,861.30",887.4,"40,274.80",9.1
United Kingdom,2022 Q4 (end December),Thousands,Total,"2,070.00","2,111.20","1,990.20","2,670.50","2,678.20","2,807.50","10,614.90","5,507.90","9,367.10",880,"40,697.70",9.4
United Kingdom,2023 Q4 (end December),Thousands,Total,"2,402.50","2,012.70","2,078.60","1,914.80","2,649.30","2,648.50","10,952.00","5,815.10","9,830.40",871.4,"41,175.30",9.6
United Kingdom,2024 Q4 (end December),Thousands,Total,"2,447.70","2,351.30","1,985.20","2,003.40","1,914.50","2,624.50","10,904.60","6,387.50","10,175.50",870.4,"41,664.40",9.8
United Kingdom,2025 Q4 (end December),Thousands,Total,"2,453.40","2,418.30","2,330.70","1,915.70","2,004.30","1,901.00","10,654.00","7,077.80","10,651.20",876.9,"42,283.50",10
