Geography,Date Interval,Date,Units,0 grams per kilometre,1 to 50 grams per kilometre,51 to 75 grams per kilometre,76 to 90 grams per kilometre,91 to 100 grams per kilometre,101 to 110 grams per kilometre,111 to 130 grams per kilometre,131 to 150 grams per kilometre,151 to 170 grams per kilometre,171 to 190 grams per kilometre,191 to 225 grams per kilometre,226 to 255 grams per kilometre,Over 255 grams per kilometre,Unknown,Total,Average reported emissions
England,Monthly,Mar-05,Thousands,[low],0,0,0,0,1.4,24,97.6,114.7,61,46.3,18.6,13.7,4.6,381.9,170.1
England,Monthly,Apr-05,Thousands,[low],0,0,0,[low],0.7,9.7,38.7,44.2,25.1,20.9,7.5,6,4.9,157.8,171.2
England,Monthly,May-05,Thousands,[low],[low],0,0,0,0.7,10.3,41.4,47.3,26.7,21.9,7.7,6.6,4.6,167.2,171.3
England,Monthly,Jun-05,Thousands,[low],0,0,0,0,1.3,11.7,51.4,54.5,32,25,9.4,7.7,5,198,170.6
England,Monthly,Jul-05,Thousands,[low],0,0,[low],0,1,10.1,41.6,42.3,24.3,19.3,6.2,5.6,5.1,155.7,169.4
England,Monthly,Aug-05,Thousands,[low],0,0,[low],0,0.6,4.8,19.6,19.9,11.8,8.4,2.5,2.3,4.8,74.8,167.9
England,Monthly,Sep-05,Thousands,[low],[low],0,[low],0,3.2,24.7,99,96.5,59.2,43.7,16.5,14.8,4.8,362.3,169.8
England,Monthly,Oct-05,Thousands,[low],[low],0,[low],0,1.2,9.7,31.7,38.8,22.7,16.7,5,5.4,4.1,135.1,170.1
England,Monthly,Nov-05,Thousands,[low],[low],0,0,0,1.8,10.2,31.2,40.1,23.7,18.5,6.1,6.2,4,141.9,171.1
England,Monthly,Dec-05,Thousands,[low],[low],[low],0,0,1.1,10.7,32,40.9,23.9,18.8,6.1,5.3,3.1,142,170.4
England,Monthly,Jan-06,Thousands,[low],0,0,0,0,1.9,10.4,32.3,39.5,20.9,16.3,5.6,6.2,2.7,136,170.1
England,Monthly,Feb-06,Thousands,[low],0,0,[low],0,0.8,5.2,15.6,21.3,10.4,7.3,1.9,1.8,3.3,67.6,165.6
England,Monthly,Mar-06,Thousands,[low],0,0,0,0,6.5,27.9,93.5,107.9,57.5,47,15.5,15.7,3.7,375.4,169.1
England,Monthly,Apr-06,Thousands,[low],0,0,0,0,2.4,10.7,33.9,43.2,21.7,18.1,5.4,5.8,3.1,144.2,168.8
England,Monthly,May-06,Thousands,[low],[low],0,0,0,2.9,11.8,40.7,48.5,26.2,19.9,6.4,6.1,3.8,166.3,168.3
England,Monthly,Jun-06,Thousands,[low],0,0,[low],0,3,13.6,47.5,52.8,30.9,23.8,7.7,6.8,4.1,190.3,168.7
England,Monthly,Jul-06,Thousands,[low],0,0,[low],0,2.6,10.3,37.8,44.7,23.2,16.9,5.2,5.7,3.9,150.4,167.7
England,Monthly,Aug-06,Thousands,[low],[low],0,0,0,1.4,5,17.5,19.3,11.1,6.8,1.9,2.1,3.6,68.7,165.5
England,Monthly,Sep-06,Thousands,[low],0,0,[low],0,7.6,28.4,93.1,104.7,53.3,41.4,13.1,13.7,3.5,358.9,167.1
England,Monthly,Oct-06,Thousands,[low],0,0,[low],0,2.9,9.9,33.4,38.6,21.2,14.9,4.6,6.3,3.4,135.2,168.6
England,Monthly,Nov-06,Thousands,[low],0,0,0,0,2.8,9.7,37,38.9,21.3,15.1,4.8,6.1,3.3,138.9,167.9
England,Monthly,Dec-06,Thousands,[low],0,0,0,0,1.8,8.2,33.4,30.9,18.1,16.1,4.3,5,2.5,120.4,168.7
England,Monthly,Jan-07,Thousands,0.1,0,0,[low],0,3.6,10.3,39,44.4,21.1,13.3,3.5,5.9,2.3,143.4,165.3
England,Monthly,Feb-07,Thousands,[low],0,0,[low],0,1.3,4.6,17.3,19.5,10.3,6,1.4,1.7,2.5,64.5,163.6
England,Monthly,Mar-07,Thousands,[low],0,0,[low],0,8.3,25.2,105.9,113.5,60,44,11.1,15.5,3,386.4,166.7
England,Monthly,Apr-07,Thousands,0.1,[low],0,0,0,3.4,10.7,40.9,42.5,23.1,14.9,3.9,5.3,3,147.7,165.1
England,Monthly,May-07,Thousands,0.1,0,0,0,0,3.7,11.5,42.3,45,29.1,17.5,4.9,6,3,162.9,166.6
England,Monthly,Jun-07,Thousands,0.1,0,[low],[low],0,3.9,13.7,51.4,52.6,34.8,20.4,5.5,6.9,3.1,192.4,166.4
England,Monthly,Jul-07,Thousands,0.1,0,0,[low],0,3.5,12,42.6,43.2,25.7,16,3.9,5.1,3.3,155.4,164.9
England,Monthly,Aug-07,Thousands,[low],0,0,[low],0,1.8,5.6,17.5,18.4,11.4,5.9,1.7,2.1,3.3,67.6,163.7
England,Monthly,Sep-07,Thousands,[low],0,0,[low],0,8.6,32.3,105.1,97.7,53.9,38.3,9.3,13.7,3.2,362,164.4
England,Monthly,Oct-07,Thousands,[low],0,0,[low],0,3.8,14.7,39.6,39.7,23.6,14.3,3.6,5.2,3,147.5,163.9
England,Monthly,Nov-07,Thousands,[low],0,0,[low],[low],3.7,14.4,38.7,37.5,21.7,14.5,3.7,4.8,3,142,163.8
England,Monthly,Dec-07,Thousands,[low],0,0,[low],[low],2.7,12.5,36,31.7,19.8,12.1,3.1,3.7,2.2,123.8,163.1
England,Monthly,Jan-08,Thousands,[low],[low],0,0,0.1,3.8,14.8,39.8,38.9,20.9,12.4,2.9,4.5,2,140.2,162
England,Monthly,Feb-08,Thousands,[low],0,[low],[low],[low],1.5,7,17.2,16.8,9.7,4.4,1,1.4,2.3,61.3,159.3
England,Monthly,Mar-08,Thousands,[low],0,0,[low],0.3,11.7,40.5,123.5,98.1,56.5,36.7,7.4,12.1,2.6,389.3,161.1
England,Monthly,Apr-08,Thousands,[low],0,0,[low],0.4,4,18.6,45.5,36.9,23.9,13,2.6,4.9,2.5,152.2,160.8
England,Monthly,May-08,Thousands,[low],0,0,[low],0.3,4.6,19.8,46,38,24.1,13.6,2.6,4.5,2.3,155.8,159.9
England,Monthly,Jun-08,Thousands,[low],0,0,0,0.3,6.1,22.7,57,43.6,27.6,15.8,2.4,4.5,2.3,182.5,158.5
England,Monthly,Jul-08,Thousands,[low],0,0,0,0.2,5,16.8,43.3,33,18.7,10.6,1.7,3.1,2.5,134.9,157.3
England,Monthly,Aug-08,Thousands,[low],0,0,[low],0.1,2.2,7.9,17.3,13.4,7.6,3.5,0.6,1,2,55.6,154.7
England,Monthly,Sep-08,Thousands,[low],[low],0,[low],0.6,11.5,40.1,96.6,64.1,36.9,23.6,3.4,6.7,2.1,285.7,156.2
England,Monthly,Oct-08,Thousands,[low],0,0,[low],0.4,4.5,16.1,36.7,26.8,14.4,8,1.3,2.2,1.9,112.5,155
England,Monthly,Nov-08,Thousands,[low],0,0,[low],0.2,4.2,12.5,28.4,21.8,11.7,6.2,1.2,1.6,1.8,89.6,154.7
England,Monthly,Dec-08,Thousands,[low],0,0,[low],0.2,3.9,13.5,32.5,22.5,13.8,6.8,1.8,1.9,1.5,98.4,155.7
England,Monthly,Jan-09,Thousands,[low],0,0,0,0.5,5,16,29.6,22,11.1,7,1.2,2.2,1.2,95.8,153.8
England,Monthly,Feb-09,Thousands,[low],0,0,[low],0.3,2.2,6.6,15,11.2,6.1,3,0.6,0.8,1.2,47,154.1
England,Monthly,Mar-09,Thousands,[low],0,0,[low],1.3,16.1,47,79.8,56.4,32.3,20.6,3.9,6.3,1.6,265.2,153.9
England,Monthly,Apr-09,Thousands,[low],0,0,0.2,0.5,5.8,20.8,34.6,26.4,13.9,7.5,1.3,2.4,1.5,114.9,152.9
England,Monthly,May-09,Thousands,[low],0,0,0.2,0.6,6.2,22.5,34.8,24.4,14.2,7.3,1.3,2.4,1.4,115.4,152
England,Monthly,Jun-09,Thousands,[low],0,[low],0.3,0.9,8.6,29.9,45.6,31.5,16.1,9.3,2,2.7,1.7,148.4,150.9
England,Monthly,Jul-09,Thousands,[low],0,0,0.2,1.2,6.7,30.1,45.2,27.8,13,6.8,1.5,2.2,1.7,136.4,148.8
England,Monthly,Aug-09,Thousands,[low],0,0,0.2,0.7,3.4,13.8,17.6,11.1,4.8,2.5,0.4,0.6,1.5,56.7,145.6
England,Monthly,Sep-09,Thousands,[low],0,0,0.9,3.4,17.9,71.1,103.9,60.9,28.7,15.1,4.8,3.8,1.5,312.3,147.6
England,Monthly,Oct-09,Thousands,[low],0,0,0.4,1.1,8,33.5,47.5,29.2,13,6.3,2.5,1.7,1.5,144.8,147.7
England,Monthly,Nov-09,Thousands,[low],0,0,0.4,1.1,8.4,30.7,44.1,27.5,12.5,5.5,2.1,1.7,1.4,135.5,147.3
England,Monthly,Dec-09,Thousands,[low],0,0,0.5,1.1,7.5,31.5,41.9,26.7,11.3,6,2.2,1.4,1.1,131.1,147.4
England,Monthly,Jan-10,Thousands,[low],0,0,0.3,1.5,6.7,33.5,39.3,23.1,9.5,5,1.7,1.4,0.9,122.9,145.3
England,Monthly,Feb-10,Thousands,[low],0,0,0.3,0.6,3.5,17.8,15.8,11.1,4.3,1.9,0.7,0.5,1.1,57.7,143
England,Monthly,Mar-10,Thousands,[low],0,0,1,3.7,21.9,96.3,96.6,62.5,29.4,16.6,6.2,4.5,1.4,340.2,146.4
England,Monthly,Apr-10,Thousands,[low],0,0,0.4,1.7,7.8,36.6,35.3,23.8,11.3,5.6,1.6,1.4,1.2,126.8,145
England,Monthly,May-10,Thousands,[low],0,[low],0.3,1.9,8.3,38.5,35.6,23.9,12.3,6.1,1.9,1.6,1.5,131.9,145.4
England,Monthly,Jun-10,Thousands,[low],0,0,0.4,2.1,11.3,47,47.5,31,15.5,7.4,2.4,2,1.5,167.9,145.4
England,Monthly,Jul-10,Thousands,[low],0,0,0.3,1.9,9.4,32.6,32.7,19.8,10.4,5.5,1.7,1.8,1.7,117.6,145.3
England,Monthly,Aug-10,Thousands,[low],0,0,0.1,0.8,4.2,12.9,13.6,7.3,3.6,2,0.5,0.5,1.4,46.9,142.3
England,Monthly,Sep-10,Thousands,[low],0,0,0.7,4.9,24,83.8,84.8,46.2,20.1,13.2,4.3,2.6,1.5,286.2,142.9
England,Monthly,Oct-10,Thousands,[low],0,0,0.3,2.7,8.5,32,34.7,18.2,8.3,4.9,1.7,1.1,1.2,113.6,143
England,Monthly,Nov-10,Thousands,[low],[low],[low],0.3,2.9,10.2,34.4,35,20.9,9.2,5,1.9,1,1.2,122.1,142.7
England,Monthly,Dec-10,Thousands,[low],[low],0,0.3,3.2,7.1,32.1,31.7,18.2,8.2,5.1,1.9,0.9,1.1,109.8,143.8
England,Monthly,Jan-11,Thousands,[low],0,0,0.2,2.9,9.6,33.2,30.2,19.3,6.9,4.1,1.7,0.9,1,109.9,141.4
England,Monthly,Feb-11,Thousands,[low],0,[low],0.2,1.4,4.6,16.3,15.7,9,3.2,1.8,0.5,0.3,1.1,54.2,139.8
England,Monthly,Mar-11,Thousands,0.2,[low],0,0.7,9.1,31.7,98.4,85.2,49.7,20.8,9.7,6.2,2.2,1.2,315.2,140.2
England,Monthly,Apr-11,Thousands,0.2,0,0,0.3,3.4,11.8,37.2,33.5,18.1,6.9,3.6,1.6,0.8,1.1,118.2,139
England,Monthly,May-11,Thousands,0.1,0,0,0.3,3.9,13.3,39.2,36.7,19.9,7.9,3.8,1.8,0.9,1.2,128.8,139.5
England,Monthly,Jun-11,Thousands,0.1,0,0,0.3,5.2,16.5,49.7,45,22.5,9.2,4.8,2.2,0.9,1.2,157.6,138.5
England,Monthly,Jul-11,Thousands,0.2,0,0,0.2,4.5,12.7,35.8,33,15.5,6.6,3,1.6,0.7,1.3,115,137.6
England,Monthly,Aug-11,Thousands,[low],[low],0,0.1,2,6.5,16.1,14.2,5.9,2.2,1.3,0.4,0.3,1.1,50.2,134.9
England,Monthly,Sep-11,Thousands,0.1,0,0,0.7,12,32.9,93.1,82.7,34.1,14.5,8,4,1.6,1.2,284.9,136.6
England,Monthly,Oct-11,Thousands,0.1,0,0,0.3,5.5,13.5,40.1,30.5,13.5,5.7,3,1.6,0.7,1.1,115.6,135.7
England,Monthly,Nov-11,Thousands,[low],0,0,0.4,6.1,12.6,38.5,32.5,13.4,6.1,3.4,1.9,0.7,1.1,116.6,136.8
England,Monthly,Dec-11,Thousands,[low],[low],0,0.3,5.3,12.3,35.1,28.9,12.4,5.3,3.1,1.6,0.7,0.8,105.7,136.8
England,Monthly,Jan-12,Thousands,[low],[low],0,0.4,6.2,13.9,35.2,30.8,11.5,5.7,2.9,1.4,0.7,0.9,109.5,135.4
England,Monthly,Feb-12,Thousands,[low],[low],0,0.1,2.8,7.3,17.5,14.9,5.4,2.1,1.2,0.4,0.3,0.9,52.8,133.6
England,Monthly,Mar-12,Thousands,0.2,[low],0,1.1,20,36.5,110,89.5,30.9,14.8,7.6,5.3,1.7,1.1,318.7,134.8
England,Monthly,Apr-12,Thousands,0.1,[low],0,0.5,9.8,12.3,44.4,32.1,11.4,5.1,3.1,1.4,0.7,1.1,122.2,133.4
England,Monthly,May-12,Thousands,0.1,0.1,0,1.3,11,14.1,50.8,36.6,13.2,6.1,3.5,2,0.8,1,140.4,133.6
England,Monthly,Jun-12,Thousands,0.2,0.1,0,1.4,13.5,16,60.6,41.9,13.7,7.1,4.3,1.8,0.8,1.1,162.5,132.8
England,Monthly,Jul-12,Thousands,0.1,0.2,0,1.6,10.6,13.3,43.7,32,11.9,5.1,2.9,1.5,0.5,1.3,124.6,132.5
England,Monthly,Aug-12,Thousands,[low],[low],0,0.7,4.4,5.9,18.2,11.2,4.7,1.8,1.2,0.4,0.2,1.2,49.7,130.7
England,Monthly,Sep-12,Thousands,0.1,0.2,0,3.2,25.3,32.9,117.4,74.6,26.2,12.1,6.5,4.5,1.3,1.2,305.4,132.1
England,Monthly,Oct-12,Thousands,0.2,0.1,0,1.7,11.7,14.1,48.2,30.8,12.1,5.3,3,1.5,0.7,1.2,130.5,131.9
England,Monthly,Nov-12,Thousands,0.2,0.1,0,1.4,11.9,15.4,48.4,29.4,12,5.1,2.7,1.4,0.7,1.2,129.8,131.4
England,Monthly,Dec-12,Thousands,0.1,0.1,0,1.2,10,12.3,41,25.4,10.4,4,2.5,1.1,0.6,0.9,109.6,131.5
England,Monthly,Jan-13,Thousands,[low],0.1,[low],1.5,14.6,12.8,43.7,28.1,11.6,4.4,2.7,1.7,0.6,1,123,131.3
England,Monthly,Feb-13,Thousands,[low],[low],0,0.7,7.7,6.9,20.2,12.2,4.7,1.5,1,0.4,0.3,1.1,56.7,128
England,Monthly,Mar-13,Thousands,0.3,0.2,0,3.2,47,36.1,119.7,74.6,30,12.1,5.8,4.9,1.4,1.3,336.5,129.6
England,Monthly,Apr-13,Thousands,0.1,0.1,0,1.3,19,14.8,49.6,30.9,11.3,4.6,2.4,1.4,0.8,1.2,137.6,129.3
England,Monthly,May-13,Thousands,0.4,0.1,0,1.5,20.1,18,56,34.1,13.1,5.4,2.7,1.4,0.8,1.3,154.8,128.9
England,Monthly,Jun-13,Thousands,0.2,0.1,0,3,22.7,20.8,67,42.4,15.5,5.9,2.7,1.5,0.8,1.3,183.9,128.7
England,Monthly,Jul-13,Thousands,0.3,0.1,[low],1.7,17.3,18.6,48.2,31,12.2,4.4,2.3,1.2,1,1.4,139.6,128.8
England,Monthly,Aug-13,Thousands,0.1,[low],[low],0.7,7.5,7.2,18.7,12.3,4.4,1.5,0.7,0.3,0.3,1.1,54.8,127
England,Monthly,Sep-13,Thousands,0.4,0.1,[low],5.2,43.7,46.6,122,72.2,28.3,10.8,5.8,2.4,1.4,1.2,340.1,127.5
England,Monthly,Oct-13,Thousands,0.2,0.1,[low],2.5,18.8,18.1,44.6,28,11.1,4.7,2.9,1,0.6,1.4,133.9,127.9
England,Monthly,Nov-13,Thousands,0.3,0.1,[low],2.8,18.4,18.6,46.9,28.2,12.7,4.5,2.9,0.9,0.5,1.1,137.9,127.7
England,Monthly,Dec-13,Thousands,0.2,0.1,[low],2.4,18.3,18.7,50.3,26.6,11.3,3.8,2.4,0.7,0.5,0.9,136.3,126.7
England,Monthly,Jan-14,Thousands,0.3,0.1,[low],2.3,18.8,19.6,44.4,26.5,10.3,3.3,2.8,0.8,0.7,0.9,130.8,126.5
England,Monthly,Feb-14,Thousands,0.1,[low],[low],1,9.4,8.7,19.8,11.8,4.2,1.1,0.9,0.3,0.2,1.1,58.5,124.8
England,Monthly,Mar-14,Thousands,0.7,0.3,[low],8.1,57.7,53.5,143,77.9,32.3,9.6,8.5,2.2,1.7,1.2,396.8,126.3
England,Monthly,Apr-14,Thousands,0.3,0.1,[low],2.6,22.3,23,49.9,29.7,13,3.7,3.6,0.8,0.7,1.1,150.8,126.5
England,Monthly,May-14,Thousands,0.3,0.2,[low],3.2,23.6,23.5,58.3,31.4,13.8,4.1,3.6,0.8,0.7,1.3,165,126.2
England,Monthly,Jun-14,Thousands,0.6,0.5,[low],4,27.5,27.8,70.7,36.6,16.6,5.1,3.7,0.8,0.8,1.3,196,125.6
England,Monthly,Jul-14,Thousands,0.4,0.5,[low],3.5,21.9,23.9,50.6,26.4,12.8,3.5,3.1,0.6,0.7,1.6,149.5,124.9
England,Monthly,Aug-14,Thousands,0.2,0.3,[low],1.2,10.1,10.2,20.2,10.2,4.6,1.3,0.8,0.2,0.3,1.3,60.8,122.9
England,Monthly,Sep-14,Thousands,1,1.7,0.8,9.3,53.9,62.6,124.6,59.7,29,8.2,7.7,1.7,1.2,1.6,363,123.6
England,Monthly,Oct-14,Thousands,0.4,1.2,0.3,3.7,24.1,26.9,50.6,25.2,12.5,3.6,2.9,0.8,0.6,1.7,154.7,123.4
England,Monthly,Nov-14,Thousands,0.5,1.2,0.3,3.8,23.4,26.6,49.7,24.5,12,2.9,2.9,0.7,0.6,1.5,150.6,122.9
England,Monthly,Dec-14,Thousands,0.9,1,0.2,3.3,21.4,24.9,50.6,25,11.2,2.8,2.9,0.6,0.5,1.3,146.9,123.1
England,Monthly,Jan-15,Thousands,0.4,1.1,0.3,3.1,23.2,24.6,49.3,21.7,9.9,2.7,2.8,0.6,0.5,1.4,141.8,122.2
England,Monthly,Feb-15,Thousands,0.2,0.5,0.2,1.4,11,11.7,21.7,10.6,4.8,1.2,0.8,0.2,0.2,1.5,66,121.5
England,Monthly,Mar-15,Thousands,1.6,4.1,1.2,9.4,66,75.9,141.5,66.7,33.3,11.6,6.5,2,1.4,1.7,422.9,122.4
England,Monthly,Apr-15,Thousands,0.4,1.1,0.6,3.8,26.6,30.2,46.9,27,14.3,4.8,2.4,0.7,0.7,1.6,161,123.2
England,Monthly,May-15,Thousands,0.5,1.4,0.4,3.6,28.7,33.2,50.6,29.4,14.6,4.8,2,0.7,0.6,1.7,172.4,122.3
England,Monthly,Jun-15,Thousands,0.8,1.9,0.6,5.1,33.8,46.7,67.6,39.1,16.4,5.4,2.7,0.7,0.6,1.9,223.3,121.5
England,Monthly,Jul-15,Thousands,0.4,1.2,0.4,3.9,25.2,33.3,47.3,24.4,10.8,4.4,2.4,0.5,0.6,2.1,156.7,121.4
England,Monthly,Aug-15,Thousands,0.3,0.6,0.2,1.6,10.5,14.8,20.3,10.4,4.6,1.7,0.7,0.2,0.3,1.8,67.9,120.4
England,Monthly,Sep-15,Thousands,1.4,2.4,1.1,10.3,59.6,91.5,123.2,64.4,23.9,10.8,4.9,1,1,2,397.3,120.3
England,Monthly,Oct-15,Thousands,0.6,1.1,0.3,5.4,23.1,34.1,47,24.7,10.1,4.4,2.2,0.6,0.6,2.1,156.3,121
England,Monthly,Nov-15,Thousands,0.7,1.3,0.3,4.8,23.6,32.9,49.4,25.4,9.4,4.4,2.1,0.4,0.6,2,157.2,120.6
England,Monthly,Dec-15,Thousands,1.4,1.4,0.2,4.8,23.7,35.2,51.7,26.5,9.5,3.9,2.1,0.5,0.6,1.7,163,120
England,Monthly,Jan-16,Thousands,0.5,1.4,0.5,4.2,21.2,33.1,47.7,22.6,7.2,3.7,2.1,0.4,0.8,1.7,147.2,120.1
England,Monthly,Feb-16,Thousands,0.2,0.9,0.2,2,10.9,16.6,24.1,10.4,3.5,1.5,0.7,0.2,0.2,1.8,73,118.5
England,Monthly,Mar-16,Thousands,2,4.6,1.7,11,62.1,99.1,152.1,69.7,23.3,11.1,6.1,1.2,1.5,1.9,447.7,119.9
England,Monthly,Apr-16,Thousands,0.5,2,0.9,3.6,21.7,37.4,55,23.7,9.7,4.9,2.6,0.5,0.9,1.8,165.1,120.9
England,Monthly,May-16,Thousands,0.5,1.6,0.9,3.8,24.1,39.1,59.9,27.4,10.1,4.9,2.4,0.4,0.9,1.9,177.8,120.8
England,Monthly,Jun-16,Thousands,0.9,2,1.2,5.3,29.9,50.4,77.7,33.6,11.8,5.1,2.7,0.4,1,2,224,119.9
England,Monthly,Jul-16,Thousands,0.4,1.7,0.6,3.7,21.1,34.3,54.5,24.4,8.3,4.3,2.5,0.3,0.8,2.1,158.9,121
England,Monthly,Aug-16,Thousands,0.3,0.8,0.3,1.9,10.4,15.7,23.6,10,3.8,1.4,0.9,0.1,0.3,2,71.3,119.1
England,Monthly,Sep-16,Thousands,1.9,3.7,1.5,9,52.5,89.1,142.7,63.5,20.7,9.5,6.2,0.8,1.4,1.9,404.6,120.2
England,Monthly,Oct-16,Thousands,0.4,1.7,0.7,4,19.6,32.9,54.6,26.8,8.9,3.9,1.8,0.4,0.6,1.6,157.9,120.9
England,Monthly,Nov-16,Thousands,0.6,1.8,0.8,4.2,20.1,32.3,57.5,26.5,9.3,4.5,1.5,0.3,0.6,1.8,161.7,120.7
England,Monthly,Dec-16,Thousands,1,1.7,0.7,3.7,19.8,33.5,54.9,25.7,10.8,4.3,1.8,0.3,0.6,1.5,160.4,121
England,Monthly,Jan-17,Thousands,0.9,1.5,0.6,3.7,19.1,30.7,55.3,23.6,8,4.1,1.5,0.3,0.8,1.5,151.6,120.5
England,Monthly,Feb-17,Thousands,0.4,0.8,0.4,2,9.2,16,26.1,10.7,3.6,1.5,0.5,0.1,0.2,1.5,72.8,118.5
England,Monthly,Mar-17,Thousands,2.8,4.4,2.2,11.6,58.6,100.8,179.7,74.2,25.8,15.7,5.5,1,2.1,1.8,486.2,120.9
England,Monthly,Apr-17,Thousands,0.6,1.9,0.4,3,13.8,26.8,49.6,21.3,7.7,4,1.6,0.3,0.7,1.1,132.5,121.8
England,Monthly,May-17,Thousands,0.8,1.9,0.7,4.3,15.4,36.2,59.1,26.3,9.7,4.7,1.9,0.3,0.8,1.7,163.9,121.7
England,Monthly,Jun-17,Thousands,1.3,2.5,1,4.4,20.9,46.8,78.5,35.4,12.4,5.2,2.3,0.3,0.8,1.7,213.7,121
England,Monthly,Jul-17,Thousands,0.8,2.2,1.1,3.7,13.6,30.3,51.3,23.4,8.8,4.2,1.5,0.3,0.7,1.8,143.8,121.3
England,Monthly,Aug-17,Thousands,0.4,1,0.5,1.7,6.2,14,24,11.1,3.7,1.5,0.5,0.1,0.3,1.7,66.9,120.2
England,Monthly,Sep-17,Thousands,1.9,5,2.7,7.6,36,75.9,132.8,65.4,22.1,10.1,4.5,0.7,1.5,1.8,367.9,121.7
England,Monthly,Oct-17,Thousands,0.6,2.4,0.9,3.1,13.2,27,49.3,25,8.9,4.2,2,0.3,0.7,1.7,139.4,122.6
England,Monthly,Nov-17,Thousands,0.8,2.9,1,3.1,12.8,28.1,53,25.4,9.5,4.7,2.1,0.3,0.6,1.6,145.9,122.4
England,Monthly,Dec-17,Thousands,0.9,3.1,1,2.3,10.6,25.7,51.4,24.1,9.8,4.1,1.7,0.2,0.5,1.3,136.8,122.2
England,Monthly,Jan-18,Thousands,0.6,2.3,1.1,3.2,15.6,27.3,50.4,24.1,9.6,4.9,1.7,0.3,0.6,1.5,143.2,121.9
England,Monthly,Feb-18,Thousands,0.3,1,0.4,1.4,7,14.2,25.5,12,4.5,1.9,0.7,0.1,0.2,1.6,70.9,121.2
England,Monthly,Mar-18,Thousands,2.8,5.3,2.5,7.8,38.5,76.3,152.5,74.1,28.1,14.7,6.1,0.9,1.9,1.5,412.9,123.2
England,Monthly,Apr-18,Thousands,0.9,2.5,0.8,3.6,13.7,26.1,54.9,24,10.3,4.7,2.6,0.3,1.1,1.4,146.6,123.3
England,Monthly,May-18,Thousands,1,3,1.1,4.1,14.3,28.7,60.7,30.6,12.4,5.3,3,0.5,1.1,1.8,167.7,123.7
England,Monthly,Jun-18,Thousands,1.3,3.4,1.1,5.3,14.1,33.8,82.1,37,15.3,6.9,2.9,0.5,1.3,1.9,206.8,124.1
England,Monthly,Jul-18,Thousands,0.8,2.2,1.1,2.9,9.2,21.6,59.8,25.5,11.5,5.3,1.8,0.5,0.9,1.9,145,125.1
England,Monthly,Aug-18,Thousands,0.6,2.6,0.5,1.8,5.9,12.9,31.4,13,6.8,2.7,1.3,0.2,0.5,1.8,82.1,123
England,Monthly,Sep-18,Thousands,2.1,3.3,1.1,7.9,19.2,35.2,111,52.1,37.5,13.1,7,1.2,1.1,1.8,293.5,128.6
England,Monthly,Oct-18,Thousands,1.1,2.3,1,3.2,6.1,16.2,50.1,25.4,17,6.1,3.2,0.6,0.7,1.9,134.8,128.8
England,Monthly,Nov-18,Thousands,1.3,2.1,1.1,3.4,5.8,17.2,53.4,27.7,16.4,6,2.8,0.5,0.7,1.9,140.2,128
England,Monthly,Dec-18,Thousands,1.4,2.6,1,2,5.3,16.5,48.5,27.2,13.9,5.9,2.6,0.5,0.6,1.5,129.5,127.7
England,Monthly,Jan-19,Thousands,1.2,1,1.1,4.3,6.7,18.6,51.2,28.4,16.8,5.4,2.9,0.5,0.8,1.6,140.5,128.4
England,Monthly,Feb-19,Thousands,0.7,0.7,0.5,1.5,2.7,10,27.5,14.5,7.7,2.5,1.1,0.2,0.3,1.8,71.7,126.8
England,Monthly,Mar-19,Thousands,3.5,2.5,2.2,9.7,16.4,51.6,154.2,82.8,49.6,17.2,8.4,1.6,2.1,1.7,403.5,129.5
England,Monthly,Apr-19,Thousands,1.4,1,0.8,3.9,4.8,17.2,51.9,28.9,18.3,6.9,3.9,0.5,0.9,1.3,141.5,130.6
England,Monthly,May-19,Thousands,1.8,1.3,1,3.8,5.1,20.3,60.1,31.5,20.7,7.5,4.2,0.7,1,1.8,160.8,130.2
England,Monthly,Jun-19,Thousands,2.5,1.1,1,4.9,6.7,22.4,75.9,42.5,22.6,7.2,5,0.8,1,1.8,195.6,129.4
England,Monthly,Jul-19,Thousands,1.8,0.9,0.9,5,6,17.2,51.1,28.9,15.9,4.6,3.2,0.5,0.9,1.9,138.6,128.2
England,Monthly,Aug-19,Thousands,2.8,0.6,0.3,2.6,2.9,10.2,30.8,15.4,8.7,2.4,1.8,0.3,0.4,1.9,81.4,124.5
England,Monthly,Sep-19,Thousands,7,3.8,1.4,8,11.3,34.3,116.6,61.6,38,7.9,7.2,1.4,1.4,1.8,301.7,127.1
England,Monthly,Oct-19,Thousands,2.9,2,1,4.3,4,15.5,47.3,24.8,15.1,4.1,3.7,0.6,0.8,1.8,127.9,126.8
England,Monthly,Nov-19,Thousands,4.2,3.2,1,3.7,5.7,17.3,51.1,25.8,15.6,4.3,3.6,1.1,0.8,1.8,139.2,124.5
England,Monthly,Dec-19,Thousands,4.6,3.2,1.1,2.7,5.9,17.2,48.1,25.7,15.4,4.6,3.2,1,0.8,1.5,135,124.1
England,Monthly,Jan-20,Thousands,3.7,3.5,0.8,4.8,13.9,19.1,44.7,20.3,11.9,3.6,2.5,0.6,0.9,1.5,131.9,119.4
England,Monthly,Feb-20,Thousands,2.1,1.6,0.4,2.7,8.2,10.6,24.8,10.3,5.2,1.6,0.9,0.1,0.3,1.7,70.5,116.4
England,Monthly,Mar-20,Thousands,10.6,5,1.5,8.6,23.9,28.4,74.3,35.6,21.2,7,5.2,1,1.5,1.4,225,118.4
